"","date","user_location","text","dat"
"153","21-08-2020 01:42","Australia","@justincroser I have never had the flu &amp; have the constitution of a goat, but I get the flu vaccine each year.  And… https://t.co/q2UuCEJ7iq",2021-08-20
"154","21-08-2020 01:28","Adelaide, Australia","Making a cironavirus vaccine mandatory is playing with people's freedom's and basic human rights. I will not be hav… https://t.co/Wvo2sWytJZ",2021-08-20
"155","21-08-2020 01:28","Adelaide, Australia","I don’t have the flu vaccination that’s my choice, even though I know over 900 Australians died last year and I'm a… https://t.co/56Ug8iWYMx",2021-08-20
"156","21-08-2020 01:26","Chennai, India","The progress shown in the trials of #covaxin, the #CovidVaccine being developed by Bharat Biotech and Indian Counci… https://t.co/JPMT4NTz12",2021-08-20
"157","21-08-2020 01:25","Washington, DC","Manufacturers that are testing #CovidVaccine candidates in U.S. #clinicaltrials have not included pregnant women or… https://t.co/2sIiHDhRrQ",2021-08-20
"158","21-08-2020 01:21","Kolkata, India","26% Indians is infected as per study and it's increasing also till vaccine comes.

This means that very few % of pe… https://t.co/EjvyQUXw7k",2021-08-20
"159","21-08-2020 00:42","Wyoming, MN","I like how we have actual villainous billionaires out there and the public chooses to villainize one who has pledge… https://t.co/QuHhN9UvaD",2021-08-20
"160","21-08-2020 00:35","Melbourne, Australia","@nocompulsoryvac I wonder how they will know if you've had the #CovidVaccine or not, when using public transport or… https://t.co/veEgHAHi74",2021-08-20
"161","21-08-2020 00:15","Houston, TX","@fa1alerr0r @KHOU This is why they don't want kids in schools yet. If you make the flu vaccine mandatory, FOREVER… https://t.co/3TJFcSPp1U",2021-08-20
"162","21-08-2020 00:15","Houston, TX","@KHOU Texans, wake up ⏰ This is why they don't want kids in schools yet. They'll make the flu vaccine mandatory, an… https://t.co/rMlaamoysR",2021-08-20
"163","21-08-2020 00:08","National Program","Yet another population who will likely not reap the benefits of a COVID-19 vaccine, unless they can fully rely on h… https://t.co/woU1D4XhSU",2021-08-20
"164","21-08-2020 00:06","Houston, TX","@KHOU This is why they don't want our kids in schools yet. If they make the flu vaccine mandatory, the FOREVER… https://t.co/4INpqilJV9",2021-08-20
"165","21-08-2020 00:04","Australian","I love you @RonniSalt 😇
This is just the sort of company I want supplying a #CovidVaccine (DRUG) illegally forced i… https://t.co/POz4A3a30k",2021-08-20
"166","21-08-2020 00:04","Houston, TX","@KatiePavlich @tedcruz This is why they don't want kids in schools yet. If state makes the flu vaccine mandatory, t… https://t.co/G0EJIhP36V",2021-08-20
"167","21-08-2020 00:01","Houston, TX","@MonicaPerezShow This is why they don't want kids in schools yet. If you make the flu vaccine mandatory statewide,… https://t.co/17guFHuOsQ",2021-08-20
"168","20-08-2020 23:53","Australian","ABC news comment about #CovidVaccine interesting ""But these large-scale trials, in which thousands of people from t… https://t.co/sbvf4pO7lw",2020-08-20
"169","20-08-2020 23:41","Northern California","Yesterday I received my ""covid vaccine"" in the trial.  I felt nothing going in and 24 hours later I still have no s… https://t.co/fJxwfQupSE",2020-08-20
"170","20-08-2020 23:07","Melbourne, Victoria","Discussions of mandating the vaccine for COVID when its available in Australia.  It was also mentioned that organis… https://t.co/dJ6qmh8Fpw",2020-08-20
"171","20-08-2020 23:06","Melbourne, Australia","Coronavirus Australia live news: Border closures a flashpoint on National Cabinet agenda. 179 new coronavirus infec… https://t.co/HsLTluBVJ0",2020-08-20
"172","20-08-2020 22:55","Scotland","#CovidVaccine Exempt from liability 👇 https://t.co/7VoLIWyJeL",2020-08-20
"173","20-08-2020 22:26","Maryland, USA","Great question!  Go vote!  #coronavirus #Covid_19 #COVID19 #CovidVaccine #CoronavirusPandemic #coronavirus #Corona… https://t.co/S5Zt63VZCl",2020-08-20
"174","20-08-2020 21:51","Melbourne, Australia","All these people freaking out about being forced to take the Covid vaccine. They don’t want it? Don’t force them. L… https://t.co/8EOZE5TPwo",2020-08-20
"175","20-08-2020 21:04","Los Angeles, CA","@SceneStealrEric @FirstPersonSF Medicago vaccines are duplicated on your awesome tracker. #CovidVaccine",2020-08-20
"176","20-08-2020 20:41","Boulder Colorado","We don’t need a vaccine, we need doctors and medical institutions to stop withholding treatment and information abo… https://t.co/K04pMOhv8z",2020-08-20
"177","20-08-2020 20:39","Houston, TX","@abc13houston At what cost will kids go back to school? This is why they don't want kids in schools yet. If they ma… https://t.co/kTfpvOaGzV",2020-08-20
"178","20-08-2020 20:38","New Delhi, India","Russia is all set to test its Covid-19 vaccine 'Sputnik V' on more than 40,000 people across the nation which will… https://t.co/daScrqyLbT",2020-08-20
"179","20-08-2020 20:37","Houston, TX","@KPRC2 Wondering why they don't want kids in schools yet? If you make the flu vaccine mandatory, FOREVER… https://t.co/TVh75p4Ii2",2020-08-20
"180","20-08-2020 20:34","Houston, TX","@cnnbrk This is why they don't want kids in schools yet. If they make the flu vaccine mandatory, FOREVER… https://t.co/PDXizKL5sp",2020-08-20
"181","20-08-2020 20:26","Houston, TX","@ChildrensHD This is why they don't want kids in schools yet. If they make the flu vaccine mandatory, FOREVER… https://t.co/UmbDY8qmSb",2020-08-20
"182","20-08-2020 20:24","İstanbul, Türkiye","CORONAVIRUS UPDATES - #Turkey is in talks with Russia, Germany and China about conducting Phase 3 trials for corona… https://t.co/lQIngi3PXA",2020-08-20
"183","20-08-2020 20:15","Canberra","Our #CovidVaccine and treatment potential is in great hands. I’m proud to work with and support these excellent peo… https://t.co/CKS7yKTvoR",2020-08-20
"184","20-08-2020 20:12","Houston, TX","@GregAbbott_TX This is why they don't want kids in schools yet. If you make the flu vaccine mandatory, FOREVER… https://t.co/XvGJJiTdaa",2020-08-20
"185","20-08-2020 20:07","Houston, TX","@KHOU This is why they don't want kids in schools yet. If you make the flu vaccine mandatory, FOREVER #CovidVaccine… https://t.co/S8ifX0ivNP",2020-08-20
"186","20-08-2020 19:58","Houston, TX","@LinaHidalgoTX This is why they don't want kids in schools yet. This is why need false-positive COVID19 numbers. Te… https://t.co/p4IwGDMCJg",2020-08-20
"187","20-08-2020 19:56","Houston, TX","@LinaHidalgoTX This is why they don't want kids in schools yet. She is working on the same thing as MA. Texas is ne… https://t.co/7OQ2G05HOc",2020-08-20
"188","20-08-2020 19:53","Houston, TX","@StateDept @realDonaldTrump Unfortunately, the annihilation of Americans is started. FOREVER #CovidVaccine is on th… https://t.co/dpHCk7l2GS",2020-08-20
"189","20-08-2020 19:48","Houston, TX","@Sterling2143 This has been all calculated and predicted trough many models. FOREVER #CovidVaccine is on its way an… https://t.co/84Aa5YKWF4",2020-08-20
"190","20-08-2020 19:44","Woking","@MaureenDalby Not for me Maureen. However, many feel that unless you have the new #CovidVaccine your life my be res… https://t.co/rDguCrGDfL",2020-08-20
"191","20-08-2020 19:30","India","#SputnikV has already received approval from domestic regulators, leading President Vladimir Putin and other offici… https://t.co/gDt9ABQq2M",2020-08-20
"192","20-08-2020 19:17","RNA World","New $BNTX $PFE #covidvaccine paper provided no details whatsoever on LNP formulation --&gt; $ABUS $MRNA",2020-08-20
"193","20-08-2020 18:28","RNA World","$BNTX $PFE relatively encouraging modmRNA #covidvaccine update in elderly: neutralizing Abs 'only' 50-60% reduced.… https://t.co/UiHGQH1PaG",2020-08-20
"194","20-08-2020 18:19","India","#BCG vaccine has offered hope to the elderly and if found effective, will help bring down morbidity and mortality i… https://t.co/PhseEiKQwq",2020-08-20
"195","20-08-2020 18:10","Shangri-La","@CryoPerSea A Hopeless &amp; Helpless Situation 
#CoronavirusPandemic 
#COVID19  

No one knows where we are heading an… https://t.co/FKLsJPtza6",2020-08-20
"196","20-08-2020 17:47","Hyderabad","@ndtv @NandanNilekani Impressed with your thinking . 'India is the vaccine capital of the world' is a huge statemen… https://t.co/0RJy683OBe",2020-08-20
"197","20-08-2020 17:38","chennai","@careandwelfare We will back to normal days soon @careandwelfare #CovidVaccine #COVID19India #COVID19vaccine",2020-08-20
"198","20-08-2020 17:24","Mid-Wales","@cnni Wonder if he had the #CovidVaccine 🤔",2020-08-20
"199","20-08-2020 17:09","India","Sputnik V: India among 20 countries interested in obtaining new Covid-19 vaccine from Russia | via @IndiaTVNews… https://t.co/OMG1murosf",2020-08-20
"200","20-08-2020 17:07","Hyderabad, India","#PMModi must provide #CovidVaccine at the doorsteps of every citizen of the country at free of cost. 

Otherwise, h… https://t.co/vHtCGLeQ5L",2020-08-20
"201","20-08-2020 17:06","India","Oxford Covid vaccine Phase-3 trials are set to start in India this week. Meanwhile Russian  Sputnik V has entered m… https://t.co/9tVtRXUSY2",2020-08-20
"202","20-08-2020 17:06","anywhere Gaga is!!! ✈","@koconews Nope!! I opted for my family Not to go just yet!!! #coronavirus #covidvaccine needed first I fear.",2020-08-20
"203","20-08-2020 17:03","Orlando Jacksonville Memphis","Help Find A COVID-19 Vaccine – Join To Move Research Forward. Volunteer at https://t.co/Ryut8wXCDy

#CovidVaccine… https://t.co/aeBDy05tqW",2020-08-20
"204","20-08-2020 16:54","India","#NEWSUPDATE : Russia is looking for partnership with India for producing COVID-19 vaccine Sputnik V: Kirill Dmitrie… https://t.co/YmSM9ySQos",2020-08-20
"205","20-08-2020 16:51","New Delhi, India","Over 40000 people will participate in Russian Sputnik V Vaccine which is a first registered #CovidVaccine.… https://t.co/IWNkdfqZc7",2020-08-20
"206","20-08-2020 16:38","New Delhi, India","It’s not a vaccine if it hasn’t  cleared all trial phases! 

Russia looking for partnership with India to produce… https://t.co/9ZIPYbmphy",2020-08-20
"207","20-08-2020 16:38","Darbhanga, India","#JEENEETpostponekaro 
#jeeneetpostpone #JEE2020 #StudentLivesMatters
#CovidVaccine #CoachingMafias Is it even possi… https://t.co/hGvdgluRqN",2020-08-20
"208","20-08-2020 16:00","Houston, Texas","Dr. @PeterHotez talks about our work with a coronavirus vaccine for the last decade and how it could be used for CO… https://t.co/oQwA3j4Uwe",2020-08-20
"209","20-08-2020 15:49","New Delhi, India","#CovidVaccine | Sputnik V has been developed by the Gamaleya Research Institute of Epidemiology and Microbiology, a… https://t.co/9q2TFDQGl9",2020-08-20
"210","20-08-2020 15:46","Kelly Country, Victoria","I'm confused about the controversy of the #antivaxx people .. if the #CovidVaccine works, wouldn't that make those… https://t.co/TgITlZH92j",2020-08-20
"211","20-08-2020 15:46","Washington, DC","Blacks and Latinos make up only 15% of the @moderna_tx #CovidVaccine trial...and it's slowing down as a result. We… https://t.co/ISt53rsbWD",2020-08-20
"212","20-08-2020 15:45","United States","9 reasons you can be optimistic that a vaccine for COVID-19 will be widely available in 2021… https://t.co/FSWbcqbKtd",2020-08-20
"213","20-08-2020 15:44","United States","An effective COVID-19 vaccine is the great hope. How do we get there? https://t.co/4MtixJnF5A via @chicagotribune… https://t.co/QCyoZgo9zm",2020-08-20
"214","20-08-2020 15:42","United States","COVID-19 vaccine trials need diverse volunteers to ensure safety, effectiveness and public buy-in… https://t.co/DKF5dCCHiV",2020-08-20
"215","20-08-2020 15:38","Mumbai","Russia Covid-19 vaccine: Country to begin late-stage Sputnik V trials on 40,000 people next week. All you need to k… https://t.co/7HHOSVtFxX",2020-08-20
"216","20-08-2020 15:31","Westfield, TX","With all the hype around a #COVIDvaccine, we thought we’d share this video on how we bring new #vaccines to the mar… https://t.co/YrMUMmLW4g",2020-08-20
"217","20-08-2020 15:11","Mumbai","Centre’s scheme for #Migrant #workers provides 21 crore mandays employment

Sharing link of news report below:… https://t.co/mCyHkAxDAr",2020-08-20
"218","20-08-2020 15:08","Mumbai","Hinduja foundation provides Rs 1 cr to set up COVID-19 care facility
@HospitalHinduja

Sharing link of news report… https://t.co/h4EDl0IPMi",2020-08-20
"219","20-08-2020 15:04","India","#SputnikV has already received approval from domestic regulators, leading President Vladimir Putin and other offici… https://t.co/dQZTzOjrG4",2020-08-20
"220","20-08-2020 15:00","Mumbai, India","Maharashtra registered its highest single-day surge with 14,492 new Covid19 cases taking the total tally to 6,43,28… https://t.co/GAK4UlLj3a",2020-08-20
"221","20-08-2020 14:59","Karnataka, India ","Chinese researchers have recently reported that flashing public restroom toilets or urinals can spew clouds of part… https://t.co/FVoNhgCT3z",2020-08-20
"222","20-08-2020 14:56","Houston, TX","Incredibly, folks believe in the #coronavirus/#COVID19 conspiracy. Also incredible, a large % of US population will… https://t.co/hmWg2T7rt0",2020-08-20
"223","20-08-2020 14:55","Mumbai, India","Uttar Pradesh registers record 95 COVID-19 deaths, toll rises to 2,733; 4,991 fresh cases push state's infection co… https://t.co/IzcEzfsVDv",2020-08-20
"224","20-08-2020 14:53","Oklahoma","@Novavax becomes fifth COVID-19 vaccine developer to release promising early results: https://t.co/kOmsBVGM6u… https://t.co/ri1AI0vyfQ",2020-08-20
"225","20-08-2020 14:42","My Self-Manifested Universe","Mark Of The Beast Confirmed #COVID__19 #covidvaccine #covidvic #covidvic19",2020-08-20
"226","20-08-2020 14:29","The Netherlands","And now also in the @WHO Draft landscape of COVID-19 candidate-vaccines... @FinlayInstituto #CovidVaccine
https://t.co/lrc7QXrMdJ",2020-08-20
"227","20-08-2020 14:15","Ashland, Oregon","Safe medicine and medical safety are global concerns. If the cure is worse than the disease the whole world has a p… https://t.co/EWXFvk0enl",2020-08-20
"228","20-08-2020 13:45","Houston and Tomball, TX","The journey of a thousand miles begins with a single step. TCDD salutes patient #1 @christenekimmel in #Moderna… https://t.co/NsWbusznoZ",2020-08-20
"229","20-08-2020 13:23","BOSTON, MA.","Now the #FluVaccine is REQUIRED for children to attend schools here in #Massachusetts ! Get ready for the… https://t.co/X4eA51jGbG",2020-08-20
"230","20-08-2020 13:22","Mumbai, India","The WHO and the US FDA have agreed to licence vaccines which prevent 50% confirmed disease. But the development of… https://t.co/FI6dpbo6tj",2020-08-20
"231","20-08-2020 13:18","BENGALURU","Should #CovidVaccine be mandatory or not?

There is a debate underway in western countries on whether the future Co… https://t.co/RG5NpqSqal",2020-08-20
"232","20-08-2020 13:08","Melbourne, Victoria","@D_Melissa2 Am I right in thinking someone remarked that it would be unconstitutional? I cannot see a majority of A… https://t.co/Bq9463kQGx",2020-08-20
"233","20-08-2020 13:01","गुवाहाटी, भारत","COVID-19: Eight Indian states record over 1 lakh cases
#COVID19India #CovidVaccine #Covid_19 @MoHFW_INDIA 
https://t.co/qtiOrss9dG",2020-08-20
"234","20-08-2020 12:56","Kathmandu, Nepal","Which population groups will get the Covid vaccines first? Emerging global consensus suggests the following: medico… https://t.co/XcOMy2iHv4",2020-08-20
"235","20-08-2020 12:51","Australia","Someone, please send this to @ScottMorrisonMP. He'd need it after his #CovidVaccine press conference!

Credit:… https://t.co/T6Xsz66ybm",2020-08-20
